REF_AREA,Reference area,TIME_PERIOD,OBS_VALUE
KOR,Korea,2015,2082.0
KOR,Korea,2018,1992.0
KOR,Korea,2019,1966.0
KOR,Korea,2020,1907.0
KOR,Korea,2022,1900.0
KOR,Korea,2023,1872.0
KOR,Korea,2024,1865.0
LVA,Latvia,1995,1867.147
LVA,Latvia,1996,1865.496
LVA,Latvia,1997,1861.21
LVA,Latvia,1998,1860.042
LVA,Latvia,1999,1861.487
LVA,Latvia,2000,1864.652
LVA,Latvia,2001,1872.527
LVA,Latvia,2002,1841.687
LVA,Latvia,2003,1836.005
LVA,Latvia,2004,1802.164
LVA,Latvia,2005,1842.139
LVA,Latvia,2006,1829.009
LVA,Latvia,2007,1793.631
LVA,Latvia,2008,1751.089
LVA,Latvia,2009,1707.336
LVA,Latvia,2010,1692.401
LVA,Latvia,2011,1707.045
LVA,Latvia,2012,1691.64
LVA,Latvia,2013,1685.934
LVA,Latvia,2014,1695.308
LVA,Latvia,2015,1663.186
LVA,Latvia,2016,1663.836
LVA,Latvia,2017,1649.865
LVA,Latvia,2018,1661.178
LVA,Latvia,2019,1660.633
LVA,Latvia,2020,1570.681
LVA,Latvia,2021,1597.461
LVA,Latvia,2022,1630.316
LVA,Latvia,2023,1625.241
LVA,Latvia,2024,1636.665
LTU,Lithuania,1995,1552.343
LTU,Lithuania,1996,1550.065
LTU,Lithuania,1997,1554.901
LTU,Lithuania,1998,1596.507
LTU,Lithuania,1999,1549.766
LTU,Lithuania,2000,1657.845
LTU,Lithuania,2001,1645.638
LTU,Lithuania,2002,1619.101
LTU,Lithuania,2003,1603.989
LTU,Lithuania,2004,1685.643
LTU,Lithuania,2005,1688.635
LTU,Lithuania,2006,1680.991
LTU,Lithuania,2007,1708.159
LTU,Lithuania,2008,1733.278
LTU,Lithuania,2009,1670.844
LTU,Lithuania,2010,1697.472
LTU,Lithuania,2011,1674.999
LTU,Lithuania,2012,1673.034
LTU,Lithuania,2013,1658.257
LTU,Lithuania,2014,1650.661
LTU,Lithuania,2015,1673.202
LTU,Lithuania,2016,1694.331
LTU,Lithuania,2017,1656.934
LTU,Lithuania,2018,1664.095
LTU,Lithuania,2019,1665.665
LTU,Lithuania,2020,1595.552
LTU,Lithuania,2021,1619.266
LTU,Lithuania,2022,1624.95
LTU,Lithuania,2023,1640.355
LTU,Lithuania,2024,1659.65
LUX,Luxembourg,1970,1884.545
LUX,Luxembourg,1971,1880.96
LUX,Luxembourg,1972,1859.946
LUX,Luxembourg,1973,1830.072
LUX,Luxembourg,1974,1806.08
LUX,Luxembourg,1975,1777.873
LUX,Luxembourg,1976,1794.686
LUX,Luxembourg,1977,1769.056
LUX,Luxembourg,1978,1751.087
LUX,Luxembourg,1979,1734.128
LUX,Luxembourg,1980,1717.581
LUX,Luxembourg,1981,1692.823
LUX,Luxembourg,1982,1674.813
LUX,Luxembourg,1983,1669.064
LUX,Luxembourg,1984,1655.194
LUX,Luxembourg,1985,1659.818
LUX,Luxembourg,1986,1651.495
LUX,Luxembourg,1987,1649.646
LUX,Luxembourg,1988,1669.989
LUX,Luxembourg,1989,1658.893
LUX,Luxembourg,1990,1658.893
LUX,Luxembourg,1991,1641.324
LUX,Luxembourg,1992,1620.056
LUX,Luxembourg,1993,1626.529
LUX,Luxembourg,1994,1605.261
LUX,Luxembourg,1998,1598.0
LUX,Luxembourg,2005,1566.0
LUX,Luxembourg,2011,1519.0
LUX,Luxembourg,2020,1388.0
LUX,Luxembourg,2021,1475.0
LUX,Luxembourg,2022,1472.0
LUX,Luxembourg,2023,1466.0
LUX,Luxembourg,2024,1468.0
MEX,Mexico,2005,2284.318
MEX,Mexico,2006,2271.572
MEX,Mexico,2007,2252.178
MEX,Mexico,2008,2255.999
MEX,Mexico,2009,2245.172
MEX,Mexico,2010,2243.893
MEX,Mexico,2011,2236.718
MEX,Mexico,2012,2226.199
MEX,Mexico,2013,2230.844
MEX,Mexico,2014,2229.068
MEX,Mexico,2015,2233.595
MEX,Mexico,2016,2237.939
MEX,Mexico,2017,2237.741
MEX,Mexico,2018,2237.945
MEX,Mexico,2019,2227.517
MEX,Mexico,2020,2207.426
MEX,Mexico,2021,2216.265
MEX,Mexico,2022,2226.3
MEX,Mexico,2023,2206.628
MEX,Mexico,2024,2193.358
NLD,Netherlands,1995,1502.953
NLD,Netherlands,1996,1514.931
NLD,Netherlands,1997,1505.469
NLD,Netherlands,1998,1498.38
NLD,Netherlands,1999,1491.954
NLD,Netherlands,2000,1485.914
NLD,Netherlands,2001,1475.767
NLD,Netherlands,2002,1458.44
NLD,Netherlands,2003,1449.821
NLD,Netherlands,2004,1459.46
NLD,Netherlands,2005,1450.0
NLD,Netherlands,2006,1449.103
NLD,Netherlands,2007,1451.464
NLD,Netherlands,2008,1447.427
NLD,Netherlands,2009,1438.088
NLD,Netherlands,2010,1437.442
NLD,Netherlands,2011,1435.548
NLD,Netherlands,2012,1430.18
NLD,Netherlands,2013,1438.8
NLD,Netherlands,2014,1446.646
NLD,Netherlands,2015,1449.67
NLD,Netherlands,2016,1459.737
NLD,Netherlands,2017,1463.482
NLD,Netherlands,2018,1463.412
NLD,Netherlands,2019,1465.361
NLD,Netherlands,2020,1416.243
NLD,Netherlands,2021,1445.17
NLD,Netherlands,2022,1449.757
NLD,Netherlands,2023,1449.243
NLD,Netherlands,2024,1445.043
NZL,New Zealand,1970,1863.992
NZL,New Zealand,1971,1860.782
NZL,New Zealand,1972,1846.338
NZL,New Zealand,1973,1844.031
NZL,New Zealand,1974,1852.456
NZL,New Zealand,1975,1836.708
NZL,New Zealand,1976,1833.498
NZL,New Zealand,1977,1838.915
NZL,New Zealand,1978,1830.088
NZL,New Zealand,1979,1820.86
NZL,New Zealand,1980,1810.027
NZL,New Zealand,1981,1791.972
NZL,New Zealand,1982,1799.294
NZL,New Zealand,1983,1852.858
NZL,New Zealand,1984,1846.338
NZL,New Zealand,1985,1840.319
NZL,New Zealand,2023,1751.0
NZL,New Zealand,2024,1741.0
NOR,Norway,1986,1527.8
NOR,Norway,1987,1500.8
NOR,Norway,1988,1503.6
NOR,Norway,1989,1500.6
NOR,Norway,1990,1492.676
NOR,Norway,1991,1489.897
NOR,Norway,1993,1496.569
NOR,Norway,1994,1494.442
NOR,Norway,2022,1422.0
NOR,Norway,2023,1412.0
NOR,Norway,2024,1407.0
POL,Poland,1993,1903.245
POL,Poland,1994,1940.738
POL,Poland,1995,1858.513
POL,Poland,1996,1858.66
POL,Poland,1997,1858.48
POL,Poland,1998,1858.427
POL,Poland,1999,1874.98
POL,Poland,2000,1858.34
POL,Poland,2001,1860.119
POL,Poland,2002,1855.463
POL,Poland,2003,1860.549
POL,Poland,2004,1860.871
POL,Poland,2005,1855.975
POL,Poland,2006,1857.342
POL,Poland,2007,1854.695
POL,Poland,2008,1847.54
POL,Poland,2009,1833.614
POL,Poland,2010,1828.972
POL,Poland,2011,1824.33
POL,Poland,2012,1819.688
POL,Poland,2013,1816.434
POL,Poland,2014,1822.296
POL,Poland,2015,1829.159
POL,Poland,2016,1831.364
POL,Poland,2017,1811.616
POL,Poland,2018,1787.329
POL,Poland,2019,1796.511
POL,Poland,2020,1779.211
POL,Poland,2021,1827.92
POL,Poland,2022,1818.444
POL,Poland,2023,1806.919
POL,Poland,2024,1785.142
PRT,Portugal,1970,1963.479
PRT,Portugal,1971,1950.573
PRT,Portugal,1972,1938.59
PRT,Portugal,1973,1926.606
PRT,Portugal,1974,1914.622
PRT,Portugal,1975,1903.561
PRT,Portugal,1976,1892.499
PRT,Portugal,1977,1881.437
PRT,Portugal,1978,1870.375
PRT,Portugal,1979,1859.313
PRT,Portugal,1980,1849.173
PRT,Portugal,1981,1838.111
PRT,Portugal,1982,1827.049
PRT,Portugal,1983,1816.909
PRT,Portugal,1984,1805.847
PRT,Portugal,1985,1795.707
PRT,Portugal,1986,1784.646
PRT,Portugal,1987,1799.395
PRT,Portugal,1988,1798.473
PRT,Portugal,1989,1817.831
PRT,Portugal,1990,1805.847
PRT,Portugal,1991,1739.476
PRT,Portugal,1992,1682.323
PRT,Portugal,1993,1684.167
PRT,Portugal,1994,1691.542
PRT,Portugal,1995,1758.83
PRT,Portugal,1996,1759.807
PRT,Portugal,1997,1755.126
PRT,Portugal,1998,1769.461
PRT,Portugal,1999,1771.1
PRT,Portugal,2000,1780.003
PRT,Portugal,2001,1764.59
PRT,Portugal,2002,1758.152
PRT,Portugal,2003,1751.637
PRT,Portugal,2004,1757.32
PRT,Portugal,2005,1759.227
PRT,Portugal,2006,1748.284
PRT,Portugal,2007,1764.177
PRT,Portugal,2008,1752.014
PRT,Portugal,2009,1752.415
PRT,Portugal,2010,1755.048
PRT,Portugal,2011,1729.588
PRT,Portugal,2012,1708.598
PRT,Portugal,2013,1718.767
PRT,Portugal,2014,1726.294
PRT,Portugal,2015,1731.758
PRT,Portugal,2016,1737.476
PRT,Portugal,2017,1727.047
PRT,Portugal,2018,1736.839
PRT,Portugal,2019,1741.303
PRT,Portugal,2020,1630.844
PRT,Portugal,2021,1680.509
PRT,Portugal,2022,1720.243
PRT,Portugal,2023,1734.942
PRT,Portugal,2024,1715.776
SVK,Slovak Republic,2021,1581.0
SVK,Slovak Republic,2022,1610.0
SVK,Slovak Republic,2023,1621.0
SVK,Slovak Republic,2024,1624.0
SVN,Slovenia,2003,1723.0
SVN,Slovenia,2020,1533.0
SVN,Slovenia,2021,1594.0
SVN,Slovenia,2023,1588.0
SVN,Slovenia,2024,1602.0
ESP,Spain,1970,2046.445
ESP,Spain,1971,2042.168
ESP,Spain,1972,2038.095
ESP,Spain,1973,2034.019
ESP,Spain,1974,2029.952
ESP,Spain,1975,2025.893
ESP,Spain,1976,2021.829
ESP,Spain,1977,2017.729
ESP,Spain,1978,1986.616
ESP,Spain,1979,1936.477
ESP,Spain,1980,1918.344
ESP,Spain,1981,1884.258
ESP,Spain,1982,1863.152
ESP,Spain,1983,1831.047
ESP,Spain,1984,1786.953
ESP,Spain,1985,1776.945
ESP,Spain,1986,1768.919
ESP,Spain,1987,1760.893
ESP,Spain,1988,1756.83
ESP,Spain,1989,1744.841
ESP,Spain,1990,1746.823
ESP,Spain,1991,1755.84
ESP,Spain,1992,1747.813
ESP,Spain,1993,1739.787
ESP,Spain,1994,1738.796
ESP,Spain,1995,1735.916
ESP,Spain,1996,1740.426
ESP,Spain,1997,1743.212
ESP,Spain,1998,1752.442
ESP,Spain,1999,1758.401
ESP,Spain,2000,1753.089
ESP,Spain,2001,1762.652
ESP,Spain,2002,1762.219
ESP,Spain,2003,1751.272
ESP,Spain,2004,1735.051
ESP,Spain,2005,1717.967
ESP,Spain,2006,1707.05
ESP,Spain,2007,1694.868
ESP,Spain,2008,1705.075
ESP,Spain,2009,1711.16
ESP,Spain,2010,1703.215
ESP,Spain,2011,1708.592
ESP,Spain,2012,1699.222
ESP,Spain,2013,1688.109
ESP,Spain,2014,1688.149
ESP,Spain,2015,1689.956
ESP,Spain,2016,1696.839
ESP,Spain,2017,1688.791
ESP,Spain,2018,1693.496
ESP,Spain,2019,1678.23
ESP,Spain,2020,1562.677
ESP,Spain,2021,1633.474
ESP,Spain,2022,1653.44
ESP,Spain,2023,1637.986
ESP,Spain,2024,1633.531
CHE,Switzerland,1995,1720.264
CHE,Switzerland,1996,1696.873
CHE,Switzerland,1997,1687.455
CHE,Switzerland,1998,1695.534
CHE,Switzerland,1999,1717.399
CHE,Switzerland,2000,1712.744
CHE,Switzerland,2001,1672.849
CHE,Switzerland,2002,1651.259
CHE,Switzerland,2003,1664.542
CHE,Switzerland,2004,1694.952
CHE,Switzerland,2005,1689.969
CHE,Switzerland,2006,1679.238
CHE,Switzerland,2007,1668.869
CHE,Switzerland,2008,1659.458
CHE,Switzerland,2009,1650.777
CHE,Switzerland,2010,1611.235
CHE,Switzerland,2011,1608.309
CHE,Switzerland,2012,1592.564
CHE,Switzerland,2013,1572.689
CHE,Switzerland,2014,1564.47
CHE,Switzerland,2015,1576.62
CHE,Switzerland,2016,1577.044
CHE,Switzerland,2017,1559.09
CHE,Switzerland,2018,1551.416
CHE,Switzerland,2019,1549.095
CHE,Switzerland,2020,1498.798
CHE,Switzerland,2021,1532.479
CHE,Switzerland,2022,1536.634
CHE,Switzerland,2023,1529.574
CHE,Switzerland,2024,1531.708
TUR,Türkiye,2014,1829.543
TUR,Türkiye,2015,1810.707
TUR,Türkiye,2016,1789.414
TUR,Türkiye,2017,1775.492
TUR,Türkiye,2018,1745.191
TUR,Türkiye,2019,1732.088
TUR,Türkiye,2020,1572.392
TUR,Türkiye,2021,1732.088
GBR,United Kingdom,1970,1774.941
GBR,United Kingdom,1971,1740.12
GBR,United Kingdom,1972,1708.965
GBR,United Kingdom,1973,1760.279
GBR,United Kingdom,1974,1724.542
GBR,United Kingdom,1975,1719.961
GBR,United Kingdom,1976,1704.383
GBR,United Kingdom,1977,1686.973
GBR,United Kingdom,1978,1668.646
GBR,United Kingdom,1979,1661.315
GBR,United Kingdom,1980,1619.164
GBR,United Kingdom,1981,1566.933
GBR,United Kingdom,1982,1580.678
GBR,United Kingdom,1983,1567.849
GBR,United Kingdom,1984,1582.51
GBR,United Kingdom,1985,1612.749
GBR,United Kingdom,1986,1615.498
GBR,United Kingdom,1987,1605.419
GBR,United Kingdom,1988,1642.072
GBR,United Kingdom,1989,1631.076
GBR,United Kingdom,1990,1617.331
GBR,United Kingdom,1991,1614.582
GBR,United Kingdom,1992,1582.51
GBR,United Kingdom,1993,1577.012
GBR,United Kingdom,1994,1586.176
GBR,United Kingdom,1995,1586.176
GBR,United Kingdom,1996,1586.176
GBR,United Kingdom,1997,1586.176
GBR,United Kingdom,1998,1581.594
GBR,United Kingdom,1999,1572.431
GBR,United Kingdom,2000,1526.015
GBR,United Kingdom,2001,1530.503
GBR,United Kingdom,2002,1511.653
GBR,United Kingdom,2003,1502.676
GBR,United Kingdom,2004,1502.676
GBR,United Kingdom,2005,1524.22
GBR,United Kingdom,2006,1504.471
GBR,United Kingdom,2007,1512.55
GBR,United Kingdom,2008,1516.141
GBR,United Kingdom,2009,1491.904
GBR,United Kingdom,2010,1491.904
GBR,United Kingdom,2011,1481.132
GBR,United Kingdom,2012,1497.29
GBR,United Kingdom,2013,1523.322
GBR,United Kingdom,2014,1517.039
GBR,United Kingdom,2015,1513.448
GBR,United Kingdom,2016,1541.275
GBR,United Kingdom,2017,1521.527
GBR,United Kingdom,2018,1519.732
GBR,United Kingdom,2019,1508.96
GBR,United Kingdom,2020,1207.347
GBR,United Kingdom,2021,1485.621
GBR,United Kingdom,2022,1505.369
GBR,United Kingdom,2023,1496.393
GBR,United Kingdom,2024,1511.653
OECD,OECD,1970,2030.934
OECD,OECD,1971,2017.232
OECD,OECD,1972,2004.117
OECD,OECD,1973,1997.145
OECD,OECD,1974,1969.925
OECD,OECD,1975,1953.19
OECD,OECD,1976,1955.59
OECD,OECD,1977,1946.7
OECD,OECD,1978,1935.719
OECD,OECD,1979,1929.831
OECD,OECD,1980,1918.752
OECD,OECD,1981,1907.943
OECD,OECD,1982,1899.946
OECD,OECD,1983,1898.851
OECD,OECD,1984,1898.059
OECD,OECD,1985,1893.165
OECD,OECD,1986,1888.71
OECD,OECD,1987,1887.901
OECD,OECD,1988,1888.203
OECD,OECD,1989,1884.989
OECD,OECD,1990,1871.295
OECD,OECD,1991,1860.666
OECD,OECD,1992,1856.922
OECD,OECD,1993,1851.252
OECD,OECD,1994,1858.548
OECD,OECD,1995,1850.264
OECD,OECD,1996,1854.459
OECD,OECD,1997,1855.441
OECD,OECD,1998,1846.067
OECD,OECD,1999,1846.94
OECD,OECD,2000,1835.318
OECD,OECD,2001,1821.649
OECD,OECD,2002,1820.274
OECD,OECD,2003,1811.405
OECD,OECD,2004,1810.196
OECD,OECD,2005,1820.914
OECD,OECD,2006,1821.828
OECD,OECD,2007,1818.865
OECD,OECD,2008,1814.279
OECD,OECD,2009,1787.078
OECD,OECD,2010,1794.279
OECD,OECD,2011,1794.887
OECD,OECD,2012,1793.991
OECD,OECD,2013,1790.179
OECD,OECD,2014,1788.446
OECD,OECD,2015,1787.889
OECD,OECD,2016,1785.746
OECD,OECD,2017,1777.285
OECD,OECD,2018,1772.627
OECD,OECD,2019,1762.864
OECD,OECD,2020,1676.398
OECD,OECD,2021,1738.584
OECD,OECD,2022,1745.584
OECD,OECD,2023,1740.168
OECD,OECD,2024,1736.445
BGR,Bulgaria,2008,1693.596
BGR,Bulgaria,2009,1646.275
BGR,Bulgaria,2010,1644.838
BGR,Bulgaria,2011,1643.593
BGR,Bulgaria,2012,1644.45
BGR,Bulgaria,2013,1644.98
BGR,Bulgaria,2014,1644.059
BGR,Bulgaria,2015,1644.385
BGR,Bulgaria,2016,1643.547
BGR,Bulgaria,2017,1643.258
BGR,Bulgaria,2018,1644.572
BGR,Bulgaria,2019,1647.279
BGR,Bulgaria,2020,1609.076
BGR,Bulgaria,2021,1620.664
BGR,Bulgaria,2022,1618.987
BGR,Bulgaria,2023,1659.33
BGR,Bulgaria,2024,1625.275
HRV,Croatia,2008,1931.175
HRV,Croatia,2009,1927.961
HRV,Croatia,2010,1941.841
HRV,Croatia,2011,1939.251
HRV,Croatia,2012,1922.981
HRV,Croatia,2013,1908.49
HRV,Croatia,2014,1890.608
HRV,Croatia,2015,1826.636
HRV,Croatia,2016,1834.403
HRV,Croatia,2017,1823.602
HRV,Croatia,2018,1811.057
HRV,Croatia,2019,1995.753
HRV,Croatia,2020,1975.554
HRV,Croatia,2021,1970.4
HRV,Croatia,2022,1963.428
HRV,Croatia,2023,1974.043
HRV,Croatia,2024,1955.869
CYP,Cyprus,2008,1867.718
CYP,Cyprus,2009,1847.104
CYP,Cyprus,2010,1844.997
CYP,Cyprus,2011,1847.274
CYP,Cyprus,2012,1845.269
CYP,Cyprus,2013,1810.279
CYP,Cyprus,2014,1815.434
CYP,Cyprus,2015,1824.331
CYP,Cyprus,2016,1839.675
CYP,Cyprus,2017,1821.455
CYP,Cyprus,2018,1806.559
CYP,Cyprus,2019,1812.651
CYP,Cyprus,2020,1725.319
CYP,Cyprus,2021,1817.599
CYP,Cyprus,2022,1836.271
CYP,Cyprus,2023,1839.561
CYP,Cyprus,2024,1843.781
MLT,Malta,2000,2113.6
MLT,Malta,2001,2089.585
MLT,Malta,2002,2071.887
MLT,Malta,2003,2041.805
MLT,Malta,2004,1969.598
MLT,Malta,2008,2012.017
MLT,Malta,2009,2006.417
MLT,Malta,2010,1982.877
MLT,Malta,2011,1929.973
MLT,Malta,2012,1905.932
MLT,Malta,2013,1887.626
MLT,Malta,2014,1869.915
MLT,Malta,2015,1864.757
MLT,Malta,2016,1915.836
MLT,Malta,2017,1902.362
MLT,Malta,2018,1928.963
MLT,Malta,2019,1988.468
MLT,Malta,2020,1833.576
MLT,Malta,2021,1840.742
MLT,Malta,2022,1846.514
MLT,Malta,2023,1847.832
MLT,Malta,2024,1818.94
PER,Peru,2004,2452.0
PER,Peru,2005,2452.0
PER,Peru,2006,2435.0
PER,Peru,2007,2455.0
PER,Peru,2008,2456.0
PER,Peru,2009,2424.0
PER,Peru,2010,2395.0
PER,Peru,2011,2372.0
PER,Peru,2012,2362.0
PER,Peru,2013,2336.0
PER,Peru,2014,2325.0
PER,Peru,2015,2334.0
PER,Peru,2016,2309.0
PER,Peru,2017,2312.0
PER,Peru,2018,2333.0
PER,Peru,2019,2329.0
PER,Peru,2020,2253.0
PER,Peru,2021,2303.0
PER,Peru,2022,2232.0
PER,Peru,2023,2252.0
PER,Peru,2024,2263.0
ROU,Romania,1995,1822.647
ROU,Romania,1996,1861.459
ROU,Romania,1997,1860.526
ROU,Romania,1998,1859.146
ROU,Romania,1999,1850.048
ROU,Romania,2000,1853.002
ROU,Romania,2001,1852.477
ROU,Romania,2002,1867.181
ROU,Romania,2003,1837.064
ROU,Romania,2004,1886.585
ROU,Romania,2005,1876.988
ROU,Romania,2006,1836.085
ROU,Romania,2007,1839.936
ROU,Romania,2008,1835.245
ROU,Romania,2009,1815.491
ROU,Romania,2010,1840.677
ROU,Romania,2011,1849.275
ROU,Romania,2012,1811.539
ROU,Romania,2013,1806.463
ROU,Romania,2014,1792.532
ROU,Romania,2015,1785.672
ROU,Romania,2016,1809.03
ROU,Romania,2017,1785.842
ROU,Romania,2018,1786.984
ROU,Romania,2019,1803.11
ROU,Romania,2020,1756.282
ROU,Romania,2021,1823.531
ROU,Romania,2022,1802.465
ROU,Romania,2023,1825.914
ROU,Romania,2024,1828.915
CHL,Chile,1986,2399.0
CHL,Chile,1987,2405.0
CHL,Chile,1988,2411.0
CHL,Chile,1989,2416.0
CHL,Chile,1990,2422.0
CHL,Chile,1991,2419.0
CHL,Chile,1992,2415.0
CHL,Chile,1993,2389.0
CHL,Chile,1994,2364.0
CHL,Chile,1995,2338.0
CHL,Chile,1996,2313.0
CHL,Chile,1997,2256.0
CHL,Chile,1998,2299.0
CHL,Chile,1999,2277.0
CHL,Chile,2000,2263.0
CHL,Chile,2001,2242.0
CHL,Chile,2002,2250.0
CHL,Chile,2003,2235.0
CHL,Chile,2004,2232.0
CHL,Chile,2005,2157.0
CHL,Chile,2006,2165.0
CHL,Chile,2007,2128.0
CHL,Chile,2008,2095.0
CHL,Chile,2009,2074.0
CRI,Costa Rica,1987,2366.0
CRI,Costa Rica,1988,2346.0
CRI,Costa Rica,1989,2307.0
CRI,Costa Rica,1990,2358.0
CRI,Costa Rica,1991,2272.0
CRI,Costa Rica,1992,2359.0
CRI,Costa Rica,1993,2346.0
CRI,Costa Rica,1994,2370.0
CRI,Costa Rica,1995,2345.0
CRI,Costa Rica,1996,2387.0
CRI,Costa Rica,1997,2365.0
CRI,Costa Rica,1998,2356.0
CRI,Costa Rica,1999,2370.0
CRI,Costa Rica,2000,2362.0
CRI,Costa Rica,2001,2329.0
CRI,Costa Rica,2002,2357.0
CRI,Costa Rica,2003,2350.0
CRI,Costa Rica,2004,2369.0
CRI,Costa Rica,2005,2352.0
CRI,Costa Rica,2006,2360.0
CRI,Costa Rica,2007,2387.0
CRI,Costa Rica,2008,2392.0
CRI,Costa Rica,2009,2348.0
CRI,Costa Rica,2010,2243.1
CRI,Costa Rica,2011,2285.3
CRI,Costa Rica,2012,2233.4
CRI,Costa Rica,2013,2140.6
CRI,Costa Rica,2014,2121.7
CRI,Costa Rica,2015,2148.2
CRI,Costa Rica,2016,2204.7
CRI,Costa Rica,2017,2178.9
CRI,Costa Rica,2018,2121.0
CRI,Costa Rica,2019,2059.6
CRI,Costa Rica,2020,1913.2
CRI,Costa Rica,2021,2073.3
CRI,Costa Rica,2022,2149.0
CZE,Czechia,1993,1857.0
CZE,Czechia,1994,1839.0
HUN,Hungary,1980,2348.0
HUN,Hungary,1981,2347.0
HUN,Hungary,1982,2248.0
HUN,Hungary,1983,2226.0
HUN,Hungary,1984,2149.0
HUN,Hungary,1985,2120.0
HUN,Hungary,1986,2111.0
HUN,Hungary,1987,2158.0
HUN,Hungary,1988,2151.0
HUN,Hungary,1989,2125.0
HUN,Hungary,1990,2082.0
HUN,Hungary,1991,2048.0
HUN,Hungary,1992,2002.0
HUN,Hungary,1993,2002.0
HUN,Hungary,1994,2142.0
JPN,Japan,1970,2243.0
JPN,Japan,1971,2239.0
JPN,Japan,1972,2228.0
JPN,Japan,1973,2201.0
JPN,Japan,1974,2137.0
JPN,Japan,1975,2112.0
JPN,Japan,1976,2128.0
JPN,Japan,1977,2129.0
JPN,Japan,1978,2123.0
JPN,Japan,1979,2126.0
JPN,Japan,1980,2121.0
JPN,Japan,1981,2106.0
JPN,Japan,1982,2104.0
JPN,Japan,1983,2095.0
JPN,Japan,1984,2108.0
JPN,Japan,1985,2093.0
JPN,Japan,1986,2097.0
JPN,Japan,1987,2096.0
JPN,Japan,1988,2092.0
JPN,Japan,1989,2070.0
JPN,Japan,1990,2031.0
JPN,Japan,1991,1998.0
JPN,Japan,1992,1965.0
JPN,Japan,1993,1905.0
JPN,Japan,1994,1898.0
JPN,Japan,1995,1884.0
JPN,Japan,1996,1892.0
JPN,Japan,1997,1865.0
JPN,Japan,1998,1842.0
JPN,Japan,1999,1810.0
JPN,Japan,2000,1821.0
JPN,Japan,2001,1809.0
JPN,Japan,2002,1798.0
JPN,Japan,2003,1799.0
JPN,Japan,2004,1785.0
JPN,Japan,2005,1777.0
JPN,Japan,2006,1786.0
JPN,Japan,2007,1785.0
JPN,Japan,2008,1771.0
JPN,Japan,2009,1714.0
JPN,Japan,2010,1733.0
JPN,Japan,2011,1728.0
JPN,Japan,2012,1745.0
JPN,Japan,2013,1734.0
JPN,Japan,2014,1729.0
JPN,Japan,2015,1719.0
JPN,Japan,2016,1714.0
JPN,Japan,2017,1709.0
JPN,Japan,2018,1680.0
JPN,Japan,2019,1644.0
KOR,Korea,2008,2228.0
KOR,Korea,2009,2174.0
KOR,Korea,2010,2163.0
KOR,Korea,2011,2136.0
KOR,Korea,2012,2119.0
KOR,Korea,2016,2068.0
KOR,Korea,2017,2018.0
KOR,Korea,2021,1910.0
MEX,Mexico,1991,2113.0
MEX,Mexico,1992,2104.0
MEX,Mexico,1993,2112.0
MEX,Mexico,1994,2146.0
MEX,Mexico,1995,2161.0
MEX,Mexico,1996,2192.0
MEX,Mexico,1997,2241.0
MEX,Mexico,1998,2168.0
MEX,Mexico,1999,2242.0
MEX,Mexico,2000,2174.0
MEX,Mexico,2001,2146.0
MEX,Mexico,2002,2196.0
MEX,Mexico,2003,2143.0
MEX,Mexico,2004,2123.0
NLD,Netherlands,1977,1608.0
NLD,Netherlands,1979,1559.0
NLD,Netherlands,1980,1556.0
NLD,Netherlands,1981,1556.0
NLD,Netherlands,1982,1542.0
NLD,Netherlands,1983,1527.0
NLD,Netherlands,1984,1519.0
NLD,Netherlands,1985,1502.0
NLD,Netherlands,1986,1488.0
NLD,Netherlands,1987,1467.0
NLD,Netherlands,1988,1464.0
NLD,Netherlands,1989,1459.0
NLD,Netherlands,1990,1454.0
NLD,Netherlands,1991,1444.0
NLD,Netherlands,1992,1451.0
NLD,Netherlands,1993,1440.0
NLD,Netherlands,1994,1447.0
NOR,Norway,1962,1995.0
NOR,Norway,1963,1986.0
NOR,Norway,1964,1996.0
NOR,Norway,1965,1951.0
NOR,Norway,1966,1952.0
NOR,Norway,1967,1936.0
NOR,Norway,1968,1897.0
NOR,Norway,1969,1849.0
NOR,Norway,1970,1819.1
NOR,Norway,1971,1798.1
NOR,Norway,1972,1765.6
NOR,Norway,1973,1751.5
NOR,Norway,1974,1730.9
NOR,Norway,1975,1715.3
NOR,Norway,1976,1662.9
NOR,Norway,1977,1627.4
NOR,Norway,1978,1591.6
NOR,Norway,1979,1569.4
NOR,Norway,1980,1569.4
NOR,Norway,1981,1560.5
NOR,Norway,1982,1549.4
NOR,Norway,1983,1542.8
NOR,Norway,1984,1537.9
NOR,Norway,1985,1532.0
NOR,Norway,1992,1500.0
CHE,Switzerland,1991,1718.1
CHE,Switzerland,1992,1725.4
CHE,Switzerland,1993,1720.4
CHE,Switzerland,1994,1739.7
TUR,Türkiye,1970,2086.0
TUR,Türkiye,1971,2077.0
TUR,Türkiye,1972,2069.0
TUR,Türkiye,1973,2060.0
TUR,Türkiye,1974,2044.0
TUR,Türkiye,1975,2028.0
TUR,Türkiye,1976,2012.0
TUR,Türkiye,1977,1996.0
TUR,Türkiye,1978,1980.0
TUR,Türkiye,1979,1964.0
TUR,Türkiye,1980,1957.0
TUR,Türkiye,1981,1950.0
TUR,Türkiye,1982,1943.0
TUR,Türkiye,1983,1935.0
TUR,Türkiye,1984,1871.0
TUR,Türkiye,1985,1898.0
TUR,Türkiye,1986,1883.0
TUR,Türkiye,1987,1844.0
TUR,Türkiye,1988,1837.0
TUR,Türkiye,1989,1867.0
